4403,Bio-Brussels,"In this project, we will engineer bacteria to recombinantly express naturally occurring calcium/calcite binding proteins. Our goal is to build an engineered bacterial platform where the produced biomass (active or inactivated) induces the precipitation of dissolved calcium in the form of calcite, with the aim to soften hard water that can be used in general household applications. To do so, calcite binding proteins are expressed in the form of fusion proteins that will be exposed on the cell surface. We plan to use a pilus-based chassis of surface-expressed proteins on which sequences known to biocalcify are grafted. In first instance, we will use E. coli as a convenient expression platform that allows a broad screening step for the optimal calcite binding sequence, and to provide the proof of concept for the bacterial water softener. In a second step, optimized fusion protein designs will be expressed as surface organelles in the GRAS organism Lactococcus lactis."
4413,Bioplus-China,"We designs an genetic engineering E. coli to induce its expression of spider silk protein, which can be furtherly applied as medical biomaterials in clinical conditions in future."
4128,BIT,"The technical route of the current project has not yet been determined, but we will try to immobilize nucleic acid aptamers that specifically bind to cortisol on the surface of streptavidin-modified magnetic beads using streptavidin-biotin interaction, and then partially It hybridizes with the cDNA sequence of the aptamer, and the end of the cDNA is modified with lysine to form a magnetic bead-aptamer-complementary strand-lysine complex. When cortisol is introduced, the aptamer can bind to cortisol and form a magnetic bead-aptamer-cortisol complex, resulting in the release of cDNA-lysine, and the more cortisol, the released cDNA-lysine also more. Subsequently, cDNA-lysine is cleaved by peptidase to obtain lysine small molecules, output the green fluorescence signal. "
4232,BIT-China,"Since many biological reactions depend on a hypoxic environment in the cell to be efficient, our project plans to modify E. coli to create and maintain a long-term hypoxic environment in the cell by embedding some key genes into it and transporting oxygen by expressing the corresponding hemoglobin. "
4221,BJEA_China,"Our hydrophobic protein will improve the way of protein purification, making the process of protein purification more time-saving, more purification volume, and more applicability.Our hydrophobic protein will increase the resistance of antipeptide, to solve the problem of low activity and poor resistance of antipeptide and relieve the pressure of drug resistance to a certain extent.Our hydrophobic protein will increase the degradation efficiency of PETase to degrade plastic, making it more efficient."
4203,BJWZ-China,"Hearing is the ability of animals to perceive sound and the process of converting mechanical energy into electromagnetic signals. However, its mechanism is not fully understood, and whether there is a similar sensory system in microorganisms has not been studied. The ion channel ""NAN-IAV mode"" that constitutes auditory mechanotransduction in Drosophila has been reported, and BJWZ-China tried to introduce it into Saccharomyces cerevisiae to build an auditory module to study this life phenomenon. This project has designed two parts. Expressing the NAN-IAV ion channel in Saccharomyces cerevisiae is the first part; the second part is to use Tether to amplify the downstream signal to the cytoskeleton, and realize from mechanical stimulation to physiological activity. Observe the yeast cell response to sound waves, and the changes at the gene level, protein level, and metabolism and growth phenotypes are observed, so as to explore the biological phenomenon of biological perception of sound."
4204,BNDS_China,"The goal of our project is to engineer E. coli to express several protein products which will be further used to construct a detection kit of B. cereus. The primary host organism is E. coli, and other bacterial strains are used to test the effectiveness of our detection kit."
4237,BNSC_China,"We will develop a toolkit of V.nat genome editing which is suitable for industrialization. And we will construct a bacteria which can produce bisabolol,  an additive in cosmetics for beauty use, and a bacteria which can produce mogroside V, a natural sugar."
4117,BNU-China,"With a recent increase in the rates of cannabis use disorder (CUD) and a decrease in the perceived risk of cannabis use, it is desirable to protect people (certain patients, narcotics police and tourists who are not willing to be addicted to cannabis) from cannabis addiction. As THC is responsible for cannabisÃ¢ÂÂ addiction, we believe it can be degraded to nonpsychoactives in patients.  To solve this problem, BNU-China decides to engineer intestinal colonizing E.coli to secrete enzymes to convert THC to THC-COOH-glucuronideÃ¯Â¼Â, and design an alarm mechanism to warn people of having consume any food or medicine containing THC( the alarm mechanism is based on THC sensing and C-Phycocyanin secretion). "
4211,BNUZH-China,"    Our project aims to construct a biodegradable skin regeneration scaffold system (BCAID) based on bacterial cellulose (BC).    BCAID can be divided into four modules.    The Basic BC Production Module is the first module. We will add small molecular substances (chitosan, hyaluronic acid, etc.) to preliminarily modify our BC product.     Healing Promoting Module is the second module, aiming to express epidermal growth factor (EGF) and antibacterial peptide (LL-37) to ensure the antibacterial performance of the system.     Then is the Blue Light-activated Cellulose Degradation Module. We will use the LightOn system to start cellulase secretion in vivo when the wound heals to a certain extent.     The last one is the Red Light-activated Suicide Module. After BC has been degraded, the REDMAP system starts the synthesis of toxin protein MazF to kill the transformed fibroblasts.     We plan to transfer these two light-controlled systems into a fibroblast cell line (BJ cell ATCC CRL-2522) with lentivirus as vector. The two genes related to healing promoting will be transferred into cells around the wound with adeno-associated virus as vector.     These four modules constitute the BCAID, which has complete functions and excellent characteristics."
4423,BOKU-Vienna,"We intend to grow sustainable bricks with the help of the cyanobacterium Synechocystis sp. PCC 6803 and the methylotropic yeast Pichia pastoris. Synecchocystis sp PCC 6803 is mainly used for its CO2-fixation. Pichia pastoris will be used to produce a variety of biopolymers, e.g. Gelatin or Spider Silk, to provide working scaffold for the biomineralization. As an additional concept, we want to attempt to engineer both functions (biopolymer production and biomineralization) in either of the two organisms."
4510,Bonn-Rheinbach,Isolate Dna of AAR To produce alkane in an efficient way ADO gene from UTEX2973. Modified the ADO genome and connected with 25 aa to e.coli Catalse in order to improve the turnover of the enzyme. create a high copy plasmid for the expression of AAR//modADO in E.coli dh5 alpha which will have 7 gene knock out (ÃÂeddÃÂppsÃÂldhAÃÂaceAÃÂpoxBÃÂptaÃÂpflBÃÂplsX) by CRISP/CPF1 or homologus recombination by lambda red system and one gene over express (zwf)out in order to increase the level of NADPH. If improvement of alkane yield is obtained the idea is replicate the knockouts in UTEX2973 . Then alkane will be purified from crude extract and if possible analyzed.
4485,BostonU_HW,"Our product will simulate an aquatic environment per user's inputs, and then test that water for chosen toxins or pollutants via a biosensor system.  That system includes a two-input microfluidic chip to generate droplets for testing, which are incubated as necessary depending on the used sensors, and then reinjected with increased space between them for final sensing and processing via luminescence or fluorescence."
4329,BS_United_China,"Our project contains 2 parts aiming at detecting and inhibiting G positive bacterial including Staphylococcus aureus. Part 1 is using the engineered E. Coli to generate novel protein which is a fused protein including TurboID at the N-terminal domain and AgrD (1-32) truncations at the C- terminal domain. TurboID can use the ATP and Biotin to modify the lysine residual on the protein which can further for blocking the channel on the surface of the bacterial. In order to increase the specificity to block the bacterial, we fused expressing AgrD (1-32) to guide the TurboID to AgrB and AgrD which can block the quorum sensing pathway of Staphylococcus aureus. Part 1 need substrates which generates by part 2. As such, Part 2 is expressing the enzymes containing dethiobiotin synthetase and biotin synthase which facilitates the synthesis of Biotin by the engineered organism. "
4146,BUCT,"We're engineering E. coli to stay on the scalp for a period of time and do some work. They will consume the fatty acids and sweat produced by the human scalp and metabolize them to produce safe fragrances and hair growth factors. Ultimately, they promote scalp health and hair growth."
4194,BUCT-China,"Our team intend to construct a plasmid system with logical path autonomous regulation, which can produce unsaturated fatty acid and synthesis HFAs which is the polyhydroxylated product of unsaturated fatty acid. Then use HFAs to make microsphere scaffold by double lotion solvent evaporation method, and make tissue cells absorb and grow on it, then crosslink them to make a piece of lab-grown cultured meat. "
4364,Bulgaria,"We will be using genetically engineered E. coli cells to produce enzymes which metabolize different antibiotics, we will then isolate and purify those enzymes and create an enzyme cocktail cleaner which can be used to treat waste water from antibiotic build up."
4226,CAFA_China,"We note that iGEM has made great efforts in the area of biosecurity. Each team uses a kill switch to ensure the biosecurity of their project. We will use different switch induction mechanisms to design a series of bacterial death, and visualize them in an artistic way, so that the death process occurring at the micro level can be perceived at the macro level. For example, we introduced the recombinant plasmid into Escherichia coli, induced the bacteria with ultraviolet light, and recorded the change of OD value of the bacteria at different doses with a microplate. Morphological changes of the bacteria could be observed under a microscope to judge whether the escherichia coli died from cell lysis. "
4437,Calgary,"Our recombinant E.coli is engineered to produce Nisin, an antifungal protein. It will be added to a co-culture with our cellulose-producing bacteria - K.xylinus. The co-culture serves as a way to integrate the Nisin from E.coli into the bacterial cellulose synonymously. The methods of integration of Nisin are still being explored; however, some plans include rehydration and dehydration of bacterial cellulose in a solution of Nisin or exploring the attachment of E.coli during the formation of cellulose in media and allowing for the integration of Nisin. The main goal of this project is to develop sustainable food packaging using bacterial cellulose, and our recombinant E.coli will functionalize the bacterial cellulose, giving it antifungal properties. "
4491,Cambridge,We engineered E.coli to express CRISPR-Cas12 and implement into a biosensor for detection of plant virus in soil sample
4291,Canton_HS,"Autism is a developmental disorder with a growing incidence. Studies have found that the content of tryptophan, copper and other substances in autistic patients has increased significantly, and our research has used to detect the content of these substances in the blood by constructing biological sensors for early screening of autism."
4192,CAU_China,"Our Pseudomonas fluorescent 2P24 will be engineered to produce COM (Calcium oxalate monohydrate) to protect historic stone conservation. They will form then efflux oxalic acid, which will react with calcium carbonate on the surface of the artifacts to formulate COM. Meanwhile, we are going to regulate their own genes to produce more biofilms."
4261,CCA_San_Diego,"Our bacteria will be engineered to interact with Schistosoma flat worms by detecting a biomarker of their presence, specifically within freshwater snails. Upon activation, the engineered bacteria will commit cell lysis and release an internally produced and stored toxin, plumbagin, which is proven to kill Schistosoma worms and eggs. As the Schistosoma parasite uses snails as its only intermediary, the intended effect is to stop the growth of the parasite by breaking its life cycle."
4131,CCU_Taiwan,"Our team aims to produce DHA by transforming E. coli. To this end, we will clone pfa genes from Moritella Marina MP-1 and express them in bacterial DH5-alpha to produce DHA."
4367,Chalmers-Gothenburg,"We want to develop a point-of-care (PoC) diagnostics method for the parasitic disease Schistosomiasis, which is a neglected tropical disease (NTD). To do this we will use two approaches, one cell-free and one cell-based. For the cell-free approach, a variant of the protein in the CRISPR-Cas9 system (the dCas9 protein) is used to identify very specific DNA sequences. If dCas9 binds to parasitic DNA, a signal will be carried forward to an enzyme, lactase, which will produce a strong blue molecule that indicates a positive result. For the cell-based approach, modified yeast cells (S. cerevisiae) will detect parasitic DNA using zinc fingers, which will in turn cause a production of a purple-coloured molecule (violacein) which is visible to the naked eye. This means that when mixing a bodily fluid sample with the modified yeast cells, the cells will turn purple in the presence of parasitic DNA, allowing for diagnosis."
4295,Chattahoochee,
4112,CHINA-FAFU,Our engineered algal strains have a stronger ability to absorb carbon dioxide by being transformed into an overexpression vector.
4154,CityU_HongKong,Our fungus will be engineered to produce novel compounds through altering genes in the secalonic acid biosynthetic pathway. Those compounds are expected to carry more potent anticancer properties. 
4508,City_of_London_UK,"To create a mask that tests for Tuberculosis In Situ. This will be accomplished by collecting exhaled breath samples, using thermal lysis of the samples to break apart the cells, using RPA to amplify the specific HSP-65 gene that is only found in these bacteria, and using SHERLOCK Cas12a V2 to detect for these gene fragments in a lateral flow architecture test strip. "
4136,Concordia-Montreal,"We will engineer organophosphate hydrolase into PCC 6803, a cyanobacteria strain, to degrade fenitrothion, an organophosphate pesticide. Additionally, we are designing a kill switch that will cause cell death once residual pesticide is degraded, in order to contain the spread of its genetic material."
4322,Cornell,"We are engineering E. coli to secrete self-assembling nanofibers that create a hydrogel out of the extracellular matrix. These nanofibers will be linked to chromoproteins, giving the hydrogels a color. These colorful hydrogels will be functionalized with materials such as cyclodextrin nanofibers that are capable of volatile organic compound uptake. These hydrogels will be extruded into custom shapes. The goal of these components is to created customizable BioArt that serves a beneficial function for the environment."
4133,Costa_Rica,"Our project proposes the use of Lactobacillus casei for the obtention of a bioengineered probiotic chassis that can be used in the agricultural, food and medical industries. In previous years, several iGEM competition teams have had the objective of using L. casei for the development of a biological system that functions as a biosenor or for the production of a compound of interest, but very few teams have been able to establish a successful expression in this bacterium. For this reason, our team seeks to characterize a genetic toolbox designed for this probiotic, which is composed of 6 promoters, 2 RBS, a fluorescent reporter protein and a terminator. Also, due to the lack of backbones compatible with BioBrick and Golden Gate assembly for L. casei, our team seeks to design and test a Shuttle Vector for L. casei and E. coli, compatible with both of these assembly systems. Likewise, we seek to design a biocontainment system through the use of a Kill Switch."
4308,CPU_CHINA,"Our E.coil  will be engineered to express cas14 protein. When Cas14 protein is activated, it enters DNA hydrogel to nonspecifically cut the DNA double strand. In this case, the hydrogel is deconstructed and the wrapped amylase is released. Amylase can then hydrolyze the free amylose outside the hydrogel to produce glucose.A blood glucose meter is used for high-precision quantification of glucose, and the amount of lncRNA in serum is reflected according to the amount of glucose ."
4257,CPU_Nanjing,"Our bacteria will be engineered to oxidize phosphite, a major form of phosphorus in habitable planets. Phosphite oxidization will be coupled with intracellular polyphosphate synthesis, thereby making the engineered bacteria continuously produce orthophosphate (Pi) that far beyond their growth requirements. Oxidized phosphite will later be recovered in the form of cell-free Pi and subjected to fulfill the basic needs of industry and agriculture. By doing so, we can accelerate the evolution of habitable planets, making them more habitable for humankind in a much shorter time."
4495,Crete,Our project involves the creation of a novel diagnostic tool utilizing Leucine Rich Repeats(LRRs) for the diagnosis of potential plant pathogens before macroscopic evidence appears. LRRs will be expressed in a synthetically modified S. cerevisiae library and proof of concept will involve screening against synthetically modified E-coli strains.
4151,CSMU_Taiwan,We will insert a recombinant vector into our hybidoma cells to induce somaticmutation inside them. Our hybridoma cells will thus be capable of producing different kinds of monoclonal antibodies against variant antigen from the same origin. 
4127,CSU_CHINA,"Our diagnostic system for parasitic diseases tests a person's cell-free Circulating DNA (cfDNA) in their blood to see if they are infected with the parasite. We used the Recombinase Polymerase AmplificationÃ¯Â¼ÂRPAÃ¯Â¼Âto amplify cfDNA in blood. Then the amplification product was used to activate the trans-cleavage activities of CRISPR-Cas12A system, cut the nucleic acid probe we designed and synthesized. Finally, the colloidal gold test papers were used to detect the cut product."
4201,CU-Boulder,Engineering soybeans to produce the precursor of the chemotherapeutic taxol (taxadiene).
4242,CUG-China,"Our project will build biosensors that can sense the concentration of c-di-GMP in different bacterial cells, and then conduct high-throughput screening of drugs that can disperse the biofilm."
4469,CUHK-HongKong-SBS,"Our adeno-associated virus will be engineered to infect human cells, and express an immunogenic peptide specifically in tumour surface. The immunogenic antigen will trigger intrinsic immune response, and allow tumour killing by specific CAR T cells. Two miRNAs are also delivered to cells by the AAV and specifically expressed in cancer cells to enhance antigen presentation and enhance T cell infiltration respectively. "
4459,CUHKSZ,"Our bacteria will be genetically engineered to detect and quantify nitrite concentration in water and food samples. To achieve this goal, we will elevate the expression level of the periplasmic NrfA nitrite reductase and explore the relationship between nitrite concentration and the reaction rate. With the engineered E.coli coated on a paper-based enzymatic biosensor, this project will provide a fast and convenient nitrite determination method."
4165,CU_Egypt,"our target is to clear out the protein accumulation in a way that doesn't affect or harm brain stability or body health, However, enhances the immunogenic reaction of the patient.  We designed complementary four systems to eliminate the protein aggregates according to the patients' diagnosed stage, either early or late stages of the disease.  Trim21 system will be implemented by using fused protein (Tau bending peptides+E3 ligase) and for another system, we used (protease+beta amyloid binding peptide). finally, a synthetic protein to enhance the immunogenic reaction. All of our systems will be switched on according to the presence of the target proteins"
4431,DeNovoCastrians,"Our bacteria will be engineered to remediate sites contaminated with stubborn BTEX compounds; Benzene, Toluene, Ethylene and Xylene. Through proteomics, novel degradation pathways will be identified and cloned into our bacteria. Further, single enzymes of the degradation pathway will be investigated through enzyme studies to characterise their kinetics. An optimised BTEX uptake and degradation system based on the enzyme studies will then be introduced into our bacteria for improved degradation. Finally, an flourescent biosensor to assess degradation efficiency will be constructed and introduced into the bacteria for live tracking of BTEX compounds and their degradation."
4161,DKU,"Our bacteria will be engineered to interact with Shigella. They will express 20ipaD on the cell membrane. When 20ipaD combines with ipaD, the toxicity of Shigella will be reduced."
4494,DKU_China,"Our engineered organism will detect pollutants. Through the organism, a relationship between pollutant concentration and protein expression will be established. "
4386,DNHS_SanDiego_CA,"Our goal is to transform E. coli into a biosensor in order to detect the presence of oxybenzone, which is an ocean pollutant. We then aim to transform E. coli (or another bacteria) by inserting a recombinant plasmid containing laccase, which is an enzyme known to degrade oxybenzone when in its presence. Therefore, our project both detects and degrades the ocean pollutant oxybenzone, which is commonly found in sunscreen."
4129,DTU-Denmark,Our Aspergillus niger strain will be engineered to sense furfural in the media by using transcription factors that will activate the expression of a reporter or a furfural degrading protein. We will explore native as well as recombinant and engineered transcription factors for this. The furfural degrading proteins will be recombinant proteins with prokaryotic and eukaryotic origins.
4369,Duesseldorf,Our bacteria (Azotobacter vinelandii) will be engineered to produce two biopolymers: the first step is to make it produce more alginate by overexpressing an important catalytic subunit. The second step is to make it additionally produce cellulose upon optogenetic induction. The formed hydrogel is planned to be used for 3D-bioprinting of objects.
4234,Duke,"The goal of the project is to develop a low-cost drug screening platform to test various drug therapies for glioblastoma treatment. Organoids derived from human stem cells will serve as a model system for co-culturing glioblastoma tumors. This minibrain-tumor coculture reporter platform will identify different treatment efficacies in typical glioma variants, namely those with IDH1/2 mutations. The minibrain organoids will harbor a reporter plasmid. The reporter system centers around the idea that the oncometabolite D-2-hydroxyglutarate (D-2HG) is overproduced in cancerous cells. DhdR is a transcription regulator and controls expressions of certain genes in a bacteria Achromobacter denitrificans. Through the reporter system, a fluorescent protein will not be produced in the presence of DhdR and low D-2HG. The expression of the fluorescent protein will dictate the extent to which drug therapies work on glioblastoma cells. Increased expression of the fluorescent protein signifies reduced D-2HG levels and increased drug therapy efficacy in the presence of IDH1/2 mutants. "
4176,DUT_China,"Our project mainly focuses on developing efficient and high-throughput CRISPR genome editing methods to reduce the number of the unedited strains during the high-throughput genome editing, to further improve the efficiency of high-throughput genome editing, thus improving the construction efficiency of Escherichia coli (E. coli) strains.Our development of high-throughput genome editing purification system, combining with the global regulatory factor mutant library will improve the ability of high isopropanol resistance the isopropanol synthesis of the isopropanol-producing strains."
4515,East_China,"This project will use Lactobacillus to construct a butanol cell factory. The principle of this project is to use glucose to synthesize n-butanol in the metabolic pathways of thl, hbd, crt and ter. By constructing thl, hbd, crt and ter overexpression plasmids, transferring them into Lactobacillus and detecteing the fermentation products by gas chromatography."
4458,East_Coast_BioCrew,"The goal of our project is to create a biosensor to detect PCB chemicals and to engineer an organism to degrade PCBs into less harmful chemicals. For the latter, we will introduce genes into the organism that will produce enzymes that will de-chlorinate the PCBs."
4281,ECNUAS,"Organ transplantation faces the problem of immune rejection while giving patients a second life. Rapamycin is a new type of macrolide antibiotic, and it is also a widely used clinical drug for the treatment of immune rejection, which can greatly improve the survival rate of transplanted organs after surgery. But the drug is produced at a low level and is expensive. This project intends to construct an engineered strain by means of genetic engineering, mainly by knocking out the two-component system encoding gene M271_14685/M271_14690 in Streptomyces rapamycinicus, optimizing the metabolic regulatory network of rapamycin biosynthesis, and improving the fermentation level of the rapamycin, which will bring greater value to clinical treatment and bring good news to patients with organ transplantation."
4390,Edinburgh-UHAS_Ghana,"We are designing a transcription only cell-free biosensor, that in the presence of cadmium, lead, arsenic, silver or mercury will cause fluorescence by transcribing a fluorescence activating RNA aptamer. This system uses genetically modified E. coli cell lysate, expressing various heavy metal related transcription factors. To only transcribe our construct and not DNA in E. coli, we will be using the highly processive T7 polymerase and promoter. The final goal is to immobilize these components on cellulose discs and freeze dry them, so that when they are dipped into contaminated water samples, fluorescence will be observed. Additionally, we will be engineering E. coli to produce recombinant metallothioneins (metal-chelating proteins) which will be extracted and used in a cell-free bioremediation tool of the aforementioned metals. For now we will be approaching two main designs which we will compare between, then select which design is better. Our first design is silica- or cellulose hydrogel-immobilised purified mutant metallothioneins. The second design is a novel metal-binding hydrogel made out of spider dragline silk protein fused with the metal-binding motifs of metallothionein.Another goal of the project is to improve the heavy metal binding ability and specificity of the various proteins, transcription factors and promoters. We are looking to create novel parts using both a directed evolution technique and using gene mining approaches by conducting a shotgun metagenomic analysis of the heavy metal contaminated water samples obtained in Ghana."
4375,ELTE,"We want reprograming E.coli for targeted cancer therapy. Our bacteria will be engineered to display nanobodies on the outer membrane to bind an important biomarker found commonly in cancer cells. Furthermore, in response to blue light, they will secrete cytolysin A, a potent mammalian cytotoxin. "
4439,EPFL,"We are going to produce proteins, expressed by our genetically modified E.coli bacteria (BL21 DE3). The recombinant protein would then be used to coat the aerogel which should have great insulative properties."
4440,Estonia_TUIT,"Our project aims to engineer yeast to produce melanin, export it to cell wall to protect yeast cells from cosmic radiation. In additional, yeast cells will be engineered to synthesise fatty acids that are relevant in cocoa butter that would be extracted from yeast and used as a food supplement in Space aircrafts. "
